country,continent,opposition,opposition_continent,played,wins,draws,losses,gf,ga
hungary,europe,norway,europe,6,3,1,2,13,8
hungary,europe,portugal,europe,3,0,0,3,1,7
hungary,europe,republic-of-ireland,europe,4,2,1,1,6,3
hungary,europe,romania,europe,6,1,2,3,3,9
hungary,europe,russia,europe,2,0,0,2,1,6
hungary,europe,spain,europe,2,0,1,1,2,6
hungary,europe,sweden,europe,8,1,2,5,11,14
hungary,europe,switzerland,europe,5,2,2,1,8,4
hungary,europe,uruguay,southamerica,1,1,0,0,4,2
hungary,europe,wales,europe,2,0,1,1,2,3
iceland,europe,albania,europe,2,2,0,0,4,2
iceland,europe,austria,europe,2,0,1,1,1,2
iceland,europe,belgium,europe,6,0,0,6,5,26
iceland,europe,bulgaria,europe,4,0,1,3,5,9
iceland,europe,croatia,europe,4,0,1,3,1,9
iceland,europe,cyprus,europe,2,1,0,1,2,1
iceland,europe,czech-republic,europe,2,1,0,1,3,5
iceland,europe,czechoslovakia,europe,2,0,1,1,2,7
iceland,europe,denmark,europe,2,0,0,2,1,8
iceland,europe,france,europe,2,0,0,2,1,13
iceland,europe,fyr-macedonia,europe,4,1,1,2,2,4
iceland,europe,greece,europe,2,0,0,2,0,2
iceland,europe,hungary,europe,4,2,0,2,8,7
iceland,europe,liechtenstein,europe,2,2,0,0,8,0
iceland,europe,lithuania,europe,2,0,1,1,0,2
iceland,europe,luxembourg,europe,2,1,1,0,2,1
iceland,europe,malta,europe,4,3,1,0,11,2
iceland,europe,netherlands,europe,6,0,0,6,3,22
iceland,europe,northern-ireland,europe,4,2,0,2,2,5
iceland,europe,norway,europe,6,1,3,2,7,12
iceland,europe,republic-of-ireland,europe,2,0,1,1,2,4
iceland,europe,romania,europe,2,0,0,2,0,8
iceland,europe,russia,europe,2,0,1,1,1,2
iceland,europe,scotland,europe,4,0,0,4,2,8
iceland,europe,slovenia,europe,2,1,0,1,4,5
iceland,europe,spain,europe,2,0,0,2,2,4
iceland,europe,sweden,europe,2,0,0,2,2,7
iceland,europe,turkey,europe,4,3,1,0,8,3
iceland,europe,wales,europe,4,1,1,2,4,8
israel,europe,australia,asia,6,1,4,1,6,6
israel,europe,austria,europe,4,0,2,2,5,9
israel,europe,azerbaijan,europe,2,0,2,0,2,2
israel,europe,belgium,europe,2,0,0,2,0,6
israel,europe,bosnia-herzegovina,europe,2,1,1,0,3,1
israel,europe,bulgaria,europe,6,1,1,4,5,12
israel,europe,colombia,southamerica,2,0,1,1,0,1
israel,europe,cyprus,europe,6,4,1,1,13,6
israel,europe,ethiopia,africa,2,2,0,0,4,2
israel,europe,faroe-islands,europe,2,2,0,0,4,1
israel,europe,finland,europe,2,0,1,1,1,3
israel,europe,france,europe,4,1,2,1,4,7
israel,europe,greece,europe,4,0,1,3,2,6
israel,europe,italy,europe,3,0,1,2,2,10
israel,europe,japan,asia,4,4,0,0,7,1
israel,europe,korea-republic,asia,4,0,2,2,1,4
israel,europe,latvia,europe,2,0,1,1,1,2
israel,europe,liechtenstein,europe,2,2,0,0,5,0
israel,europe,luxembourg,europe,6,6,0,0,23,1
israel,europe,malaysia,asia,1,1,0,0,3,0
israel,europe,moldova,europe,2,2,0,0,5,2
israel,europe,new-zealand,oceania,6,4,1,1,13,5
israel,europe,northern-ireland,europe,4,1,2,1,3,2
israel,europe,portugal,europe,4,1,2,1,8,8
israel,europe,republic-of-ireland,europe,2,0,2,0,3,3
israel,europe,russia,europe,4,0,1,3,2,10
israel,europe,scotland,europe,2,0,0,2,1,4
israel,europe,spain,europe,2,0,1,1,1,3
israel,europe,sweden,europe,5,0,3,2,3,10
israel,europe,switzerland,europe,4,0,4,0,5,5
israel,europe,thailand,asia,1,1,0,0,6,0
israel,europe,uruguay,southamerica,1,0,0,1,0,2
israel,europe,wales,europe,2,0,0,2,0,4
italy,europe,argentina,southamerica,5,2,3,0,6,4
italy,europe,armenia,europe,2,1,1,0,5,3
italy,europe,australia,asia,1,1,0,0,1,0
italy,europe,austria,europe,4,4,0,0,5,1
italy,europe,belarus,europe,2,2,0,0,8,4
italy,europe,belgium,europe,1,1,0,0,4,1
italy,europe,brazil,southamerica,5,2,1,2,7,9
italy,europe,bulgaria,europe,6,3,3,0,8,4
italy,europe,cameroon,africa,2,1,1,0,4,1
italy,europe,chile,southamerica,3,1,1,1,4,4
italy,europe,costa-rica,concacaf,1,0,0,1,0,1
italy,europe,croatia,europe,1,0,0,1,1,2
italy,europe,cyprus,europe,2,2,0,0,5,3
italy,europe,czech-republic,europe,3,2,1,0,4,1
italy,europe,czechoslovakia,europe,2,2,0,0,4,1
italy,europe,denmark,europe,4,2,1,1,8,6
italy,europe,ecuador,southamerica,1,1,0,0,2,0
italy,europe,egypt,africa,2,2,0,0,7,2
italy,europe,england,europe,6,4,1,1,7,4
italy,europe,estonia,europe,2,2,0,0,5,0
italy,europe,finland,europe,4,4,0,0,17,2
italy,europe,france,europe,5,2,2,1,6,5
italy,europe,georgia,europe,6,5,1,0,9,1
italy,europe,germany,europe,1,1,0,0,2,0
italy,europe,ghana,africa,1,1,0,0,2,0
italy,europe,greece,europe,3,2,1,0,7,1
italy,europe,haiti,concacaf,1,1,0,0,3,1
italy,europe,hungary,europe,4,3,1,0,10,5
italy,europe,israel,europe,3,2,1,0,10,2
italy,europe,korea-republic,asia,2,1,0,1,4,4
italy,europe,lithuania,europe,2,1,1,0,4,0
italy,europe,luxembourg,europe,6,6,0,0,19,1
italy,europe,malta,europe,4,4,0,0,12,2
italy,europe,mexico,concacaf,3,1,2,0,6,3
italy,europe,moldova,europe,4,4,0,0,9,2
italy,europe,montenegro,europe,2,2,0,0,4,1
italy,europe,netherlands,europe,1,0,0,1,1,2
italy,europe,new-zealand,oceania,1,0,1,0,1,1
italy,europe,nigeria,africa,1,1,0,0,2,1
italy,europe,northern-ireland,europe,2,1,0,1,2,2
italy,europe,norway,europe,5,4,1,0,6,2
italy,europe,paraguay,southamerica,2,1,1,0,3,1
italy,europe,peru,southamerica,1,0,1,0,1,1
italy,europe,poland,europe,7,3,3,1,12,3
italy,europe,portugal,europe,4,3,0,1,7,4
italy,europe,republic-of-ireland,europe,4,1,2,1,4,4
italy,europe,romania,europe,2,2,0,0,5,0
italy,europe,russia,europe,2,1,1,0,2,1
italy,europe,scotland,europe,6,3,2,1,9,3
italy,europe,slovakia,europe,1,0,0,1,2,3
italy,europe,slovenia,europe,2,1,0,1,1,1
italy,europe,spain,europe,3,2,1,0,4,2
italy,europe,sweden,europe,2,1,0,1,3,3
italy,europe,switzerland,europe,7,2,2,3,9,9
italy,europe,turkey,europe,2,1,1,0,1,0
italy,europe,ukraine,europe,1,1,0,0,3,0
italy,europe,uruguay,southamerica,3,1,1,1,2,1
italy,europe,usa,concacaf,3,2,1,0,9,2
italy,europe,wales,europe,2,2,0,0,5,1
kazakhstan,europe,albania,europe,2,0,0,2,1,3
kazakhstan,europe,andorra,europe,2,2,0,0,6,1
kazakhstan,europe,austria,europe,2,0,0,1,0,4
kazakhstan,europe,belarus,europe,2,0,0,2,1,9
kazakhstan,europe,croatia,europe,2,0,0,2,1,5
kazakhstan,europe,denmark,europe,2,0,0,2,1,5
kazakhstan,europe,england,europe,2,0,0,2,1,9
kazakhstan,europe,faroe-islands,europe,2,1,1,0,3,2
kazakhstan,europe,georgia,europe,2,0,1,1,1,2
kazakhstan,europe,germany,europe,2,0,0,2,1,7
kazakhstan,europe,greece,europe,2,0,0,2,2,5
kazakhstan,europe,iraq,asia,4,2,2,0,7,4
kazakhstan,europe,japan,asia,2,0,1,1,2,6
kazakhstan,europe,korea-republic,asia,2,0,1,1,1,4
kazakhstan,europe,nepal,asia,2,2,0,0,10,0
kazakhstan,europe,pakistan,asia,2,2,0,0,10,0
kazakhstan,europe,republic-of-ireland,europe,2,0,0,2,2,5
kazakhstan,europe,sweden,europe,2,0,0,2,0,3
kazakhstan,europe,turkey,europe,2,0,0,2,0,10
kazakhstan,europe,ukraine,europe,4,0,0,4,3,9
kazakhstan,europe,united-arab-emirates,asia,2,1,0,1,3,4
kazakhstan,europe,uzbekistan,asia,2,0,1,1,1,5
latvia,europe,albania,europe,2,0,2,0,1,1
latvia,europe,austria,europe,3,0,0,3,3,7
latvia,europe,belarus,europe,2,1,1,0,3,1
latvia,europe,belgium,europe,2,0,0,2,1,7
latvia,europe,bosnia-herzegovina,europe,2,0,0,2,1,9
latvia,europe,croatia,europe,2,0,0,2,1,5
latvia,europe,denmark,europe,2,0,1,1,0,2
latvia,europe,estonia,europe,4,2,1,1,7,5
latvia,europe,greece,europe,4,0,0,4,3,10
latvia,europe,israel,europe,2,1,1,0,2,1
latvia,europe,liechtenstein,europe,4,3,1,0,7,2
latvia,europe,lithuania,europe,6,3,1,2,13,9
latvia,europe,luxembourg,europe,4,4,0,0,14,3
latvia,europe,moldova,europe,2,2,0,0,5,3
latvia,europe,northern-ireland,europe,2,0,0,2,1,4
latvia,europe,portugal,europe,2,0,0,2,0,5
latvia,europe,republic-of-ireland,europe,2,0,0,2,0,6
latvia,europe,russia,europe,2,0,1,1,1,3
latvia,europe,san-marino,europe,2,1,1,0,2,1
latvia,europe,scotland,europe,4,0,0,4,1,7
latvia,europe,slovakia,europe,4,0,2,2,5,9
latvia,europe,spain,europe,2,0,1,1,0,5
latvia,europe,sweden,europe,2,0,0,2,1,3
latvia,europe,switzerland,europe,2,0,1,1,3,4
liechtenstein,europe,austria,europe,2,0,0,2,0,3
liechtenstein,europe,azerbaijan,europe,2,0,1,1,0,2
liechtenstein,europe,bosnia-herzegovina,europe,4,0,0,4,2,20
liechtenstein,europe,estonia,europe,2,0,0,2,1,4
liechtenstein,europe,finland,europe,2,0,1,1,2,3
liechtenstein,europe,fyr-macedonia,europe,2,0,0,2,1,14
liechtenstein,europe,germany,europe,2,0,0,2,0,10
liechtenstein,europe,greece,europe,2,0,0,2,0,3
liechtenstein,europe,iceland,europe,2,0,0,2,0,8
liechtenstein,europe,israel,europe,2,0,0,2,0,5
liechtenstein,europe,latvia,europe,4,0,1,3,2,7
liechtenstein,europe,lithuania,europe,4,0,0,4,1,8
liechtenstein,europe,luxembourg,europe,2,2,0,0,7,0
liechtenstein,europe,portugal,europe,2,0,1,1,3,4
liechtenstein,europe,republic-of-ireland,europe,2,0,0,2,0,10
liechtenstein,europe,romania,europe,2,0,0,2,1,16
liechtenstein,europe,russia,europe,4,0,0,4,1,7
liechtenstein,europe,slovakia,europe,4,0,2,2,1,10
liechtenstein,europe,spain,europe,2,0,0,2,0,7
liechtenstein,europe,wales,europe,2,0,0,2,0,4
lithuania,europe,albania,europe,2,1,0,1,3,2
lithuania,europe,austria,europe,2,1,0,1,3,2
lithuania,europe,belgium,europe,2,0,2,0,2,2
lithuania,europe,bosnia-herzegovina,europe,4,0,1,3,1,6
lithuania,europe,denmark,europe,2,0,1,1,0,4
lithuania,europe,faroe-islands,europe,2,1,0,1,2,2
lithuania,europe,france,europe,2,0,0,2,0,2
lithuania,europe,fyr-macedonia,europe,2,2,0,0,4,1
lithuania,europe,georgia,europe,2,0,0,2,0,6
lithuania,europe,greece,europe,2,0,0,2,0,3
lithuania,europe,hungary,europe,2,0,1,1,2,7
lithuania,europe,iceland,europe,2,1,1,0,2,0
lithuania,europe,italy,europe,2,0,1,1,0,4
lithuania,europe,latvia,europe,6,2,1,3,9,13
lithuania,europe,liechtenstein,europe,4,4,0,0,8,1
lithuania,europe,northern-ireland,europe,2,0,1,1,2,3
lithuania,europe,republic-of-ireland,europe,4,0,1,3,1,5
lithuania,europe,romania,europe,6,1,0,5,4,8
lithuania,europe,san-marino,europe,2,2,0,0,5,0
lithuania,europe,serbia,europe,2,1,0,1,2,4
lithuania,europe,spain,europe,4,0,1,3,0,8
lithuania,europe,sweden,europe,1,0,0,1,0,2
luxembourg,europe,austria,europe,2,0,0,2,0,10
luxembourg,europe,belgium,europe,3,0,1,2,3,9
luxembourg,europe,bulgaria,europe,6,0,0,6,4,18
luxembourg,europe,cyprus,europe,2,0,0,2,1,5
luxembourg,europe,czechoslovakia,europe,2,0,0,2,0,6
luxembourg,europe,denmark,europe,2,0,0,2,1,6
luxembourg,europe,england,europe,4,0,0,4,1,20
luxembourg,europe,estonia,europe,2,0,0,2,0,6
luxembourg,europe,faroe-islands,europe,2,0,0,2,0,3
luxembourg,europe,finland,europe,2,0,0,2,1,8
luxembourg,europe,france,europe,7,0,0,7,3,36
luxembourg,europe,germany,europe,1,0,0,1,1,9
luxembourg,europe,greece,europe,6,0,0,6,2,14
luxembourg,europe,hungary,europe,2,0,0,2,0,4
luxembourg,europe,iceland,europe,2,0,1,1,1,2
luxembourg,europe,israel,europe,6,0,0,6,1,23
luxembourg,europe,italy,europe,6,0,0,6,1,19
luxembourg,europe,latvia,europe,4,0,0,4,3,14
luxembourg,europe,liechtenstein,europe,2,0,0,2,0,7
luxembourg,europe,moldova,europe,2,0,2,0,0,0
luxembourg,europe,netherlands,europe,5,0,0,5,3,19
luxembourg,europe,northern-ireland,europe,2,1,1,0,4,3
luxembourg,europe,norway,europe,2,0,0,2,2,6
luxembourg,europe,poland,europe,2,0,0,2,2,13
luxembourg,europe,portugal,europe,8,1,0,7,5,28
luxembourg,europe,republic-of-ireland,europe,2,0,0,2,0,5
luxembourg,europe,russia,europe,10,0,0,10,3,35
luxembourg,europe,slovakia,europe,2,0,0,2,1,7
luxembourg,europe,slovenia,europe,2,0,0,2,1,4
luxembourg,europe,switzerland,europe,10,1,0,9,8,28
luxembourg,europe,turkey,europe,2,1,0,1,2,3
malta,europe,albania,europe,2,0,1,1,0,3
malta,europe,austria,europe,4,0,0,4,0,16
malta,europe,bulgaria,europe,6,0,1,5,3,18
malta,europe,croatia,europe,2,0,1,1,1,4
malta,europe,czech-republic,europe,6,0,1,5,4,17
malta,europe,czechoslovakia,europe,2,0,1,1,0,4
malta,europe,denmark,europe,6,0,0,6,2,21
malta,europe,estonia,europe,2,1,1,0,1,0
malta,europe,faroe-islands,europe,2,0,0,2,2,4
malta,europe,hungary,europe,8,0,2,6,3,18
malta,europe,iceland,europe,4,0,1,3,2,11
malta,europe,italy,europe,4,0,0,4,2,12
malta,europe,northern-ireland,europe,4,0,0,4,0,7
malta,europe,poland,europe,2,0,0,2,0,8
malta,europe,portugal,europe,6,0,0,6,3,19
malta,europe,republic-of-ireland,europe,2,0,0,2,0,4
malta,europe,scotland,europe,2,0,0,2,0,5
malta,europe,slovakia,europe,2,0,0,2,0,8
malta,europe,spain,europe,4,0,0,4,0,13
malta,europe,sweden,europe,8,0,0,8,2,33
malta,europe,switzerland,europe,2,0,0,2,0,5
malta,europe,turkey,europe,2,0,0,2,0,7
moldova,europe,azerbaijan,europe,2,1,1,0,2,0
moldova,europe,belarus,europe,2,1,0,1,2,4
moldova,europe,england,europe,4,0,0,4,0,16
moldova,europe,fyr-macedonia,europe,2,0,2,0,2,2
moldova,europe,georgia,europe,2,0,0,2,0,3
moldova,europe,greece,europe,2,0,1,1,1,4
moldova,europe,israel,europe,2,0,0,2,2,5
moldova,europe,italy,europe,4,0,0,4,2,9
moldova,europe,latvia,europe,2,0,0,2,3,5
moldova,europe,luxembourg,europe,2,0,2,0,0,0
moldova,europe,norway,europe,2,0,1,1,0,1
moldova,europe,poland,europe,4,0,1,3,2,8
moldova,europe,san-marino,europe,2,2,0,0,5,0
moldova,europe,scotland,europe,2,0,1,1,1,3
moldova,europe,slovakia,europe,2,0,0,2,2,5
moldova,europe,slovenia,europe,2,0,0,2,1,5
moldova,europe,sweden,europe,2,0,0,2,0,8
moldova,europe,switzerland,europe,2,0,0,2,0,4
moldova,europe,turkey,europe,2,0,0,2,0,5
montenegro,europe,bulgaria,europe,2,0,1,1,3,6
montenegro,europe,cyprus,europe,2,0,2,0,3,3
montenegro,europe,england,europe,2,0,1,1,2,5
montenegro,europe,georgia,europe,2,1,1,0,2,1
montenegro,europe,italy,europe,2,0,0,2,1,4
montenegro,europe,moldova,europe,2,1,0,1,3,5
montenegro,europe,republic-of-ireland,europe,2,0,2,0,0,0
montenegro,europe,san-marino,europe,2,2,0,0,9,0
montenegro,europe,ukraine,europe,2,1,0,1,1,4
netherlands,europe,albania,europe,2,2,0,0,4,0
netherlands,europe,andorra,europe,6,6,0,0,21,0
netherlands,europe,argentina,southamerica,4,2,1,1,7,4
netherlands,europe,armenia,europe,2,2,0,0,3,0
netherlands,europe,australia,asia,1,1,0,0,3,2
netherlands,europe,austria,europe,5,1,2,2,9,7
netherlands,europe,belgium,europe,14,7,4,3,19,8
netherlands,europe,brazil,southamerica,4,2,1,1,7,5
netherlands,europe,bulgaria,europe,3,1,1,1,5,4
netherlands,europe,cameroon,africa,1,1,0,0,2,1
netherlands,europe,chile,southamerica,1,1,0,0,2,0
netherlands,europe,croatia,europe,1,0,0,1,1,2
netherlands,europe,cyprus,europe,6,6,0,0,20,1
netherlands,europe,czech-republic,europe,2,2,0,0,4,0
netherlands,europe,czechoslovakia,europe,1,0,0,1,0,3
netherlands,europe,denmark,europe,1,1,0,0,2,0
netherlands,europe,egypt,africa,1,0,1,0,1,1
netherlands,europe,england,europe,3,1,2,0,4,2
netherlands,europe,estonia,europe,4,3,1,0,14,4
netherlands,europe,finland,europe,4,4,0,0,11,1
netherlands,europe,france,europe,2,1,0,1,1,2
netherlands,europe,fyr-macedonia,europe,4,2,2,0,8,3
netherlands,europe,hungary,europe,6,3,1,2,17,10
netherlands,europe,iceland,europe,6,6,0,0,22,3
netherlands,europe,iran,asia,1,1,0,0,3,0
netherlands,europe,italy,europe,1,1,0,0,2,1
netherlands,europe,ivory-coast,africa,1,1,0,0,2,1
netherlands,europe,japan,asia,1,1,0,0,1,0
netherlands,europe,korea-republic,asia,1,1,0,0,5,0
netherlands,europe,luxembourg,europe,5,5,0,0,19,3
netherlands,europe,mexico,concacaf,2,0,1,0,2,2
netherlands,europe,morocco,africa,1,1,0,0,2,1
netherlands,europe,northern-ireland,europe,4,1,2,1,4,4
netherlands,europe,norway,europe,6,4,1,1,15,3
netherlands,europe,peru,southamerica,1,0,1,0,0,0
netherlands,europe,poland,europe,4,2,1,1,7,5
netherlands,europe,portugal,europe,3,0,1,2,2,5
netherlands,europe,republic-of-ireland,europe,7,2,3,2,13,10
netherlands,europe,romania,europe,4,4,0,0,12,1
netherlands,europe,san-marino,europe,4,4,0,0,23,0
netherlands,europe,saudi-arabia,africa,1,1,0,0,2,1
netherlands,europe,scotland,europe,3,2,0,1,6,3
netherlands,europe,slovakia,europe,1,1,0,0,2,1
netherlands,europe,spain,europe,2,1,0,1,5,2
netherlands,europe,sweden,europe,1,0,1,0,0,0
netherlands,europe,switzerland,europe,3,0,1,2,3,5
netherlands,europe,turkey,europe,6,4,1,1,10,3
netherlands,europe,uruguay,southamerica,2,2,0,0,5,2
netherlands,europe,wales,europe,4,4,0,0,13,3
northern-ireland,europe,albania,europe,6,4,1,1,12,4
northern-ireland,europe,algeria,africa,1,0,1,0,1,1
northern-ireland,europe,argentina,southamerica,1,0,0,1,1,3
northern-ireland,europe,armenia,europe,2,0,2,0,1,1
northern-ireland,europe,austria,europe,3,0,2,1,5,7
northern-ireland,europe,azerbaijan,europe,4,1,2,1,3,3
northern-ireland,europe,belgium,europe,2,1,0,1,3,2
northern-ireland,europe,brazil,southamerica,1,0,0,1,0,3
northern-ireland,europe,bulgaria,europe,4,0,1,3,3,8
northern-ireland,europe,cyprus,europe,2,1,0,1,3,1
northern-ireland,europe,czech-republic,europe,4,0,2,2,1,4
northern-ireland,europe,czechoslovakia,europe,2,2,0,0,3,1
northern-ireland,europe,denmark,europe,4,0,2,2,2,4
northern-ireland,europe,england,europe,4,1,1,2,1,5
northern-ireland,europe,finland,europe,2,1,0,1,2,2
northern-ireland,europe,france,europe,2,0,0,2,1,8
northern-ireland,europe,germany,europe,2,0,1,1,2,4
northern-ireland,europe,greece,europe,2,1,0,1,3,2
northern-ireland,europe,honduras,concacaf,1,0,1,0,1,1
northern-ireland,europe,hungary,europe,2,0,0,2,1,3
northern-ireland,europe,iceland,europe,4,2,0,2,5,2
northern-ireland,europe,israel,europe,4,1,2,1,2,3
northern-ireland,europe,italy,europe,2,1,0,1,2,2
northern-ireland,europe,latvia,europe,2,2,0,0,4,1
northern-ireland,europe,lithuania,europe,2,1,1,0,3,2
northern-ireland,europe,malta,europe,4,4,0,0,7,0
northern-ireland,europe,netherlands,europe,4,1,2,1,4,4
northern-ireland,europe,poland,europe,4,1,1,2,4,7
northern-ireland,europe,portugal,europe,10,2,5,3,10,10
northern-ireland,europe,republic-of-ireland,europe,4,0,2,2,1,7
northern-ireland,europe,romania,europe,2,2,0,0,4,2
northern-ireland,europe,russia,europe,2,1,0,1,1,2
northern-ireland,europe,san-marino,europe,2,2,0,0,7,0
northern-ireland,europe,scotland,europe,2,0,2,0,1,1
northern-ireland,europe,slovakia,europe,2,0,0,2,1,4
northern-ireland,europe,slovenia,europe,2,1,0,1,1,2
northern-ireland,europe,spain,europe,6,1,1,4,3,11
northern-ireland,europe,sweden,europe,2,1,0,1,3,1
northern-ireland,europe,switzerland,europe,2,1,0,1,2,2
northern-ireland,europe,turkey,europe,4,3,1,0,9,1
northern-ireland,europe,ukraine,europe,2,0,0,2,1,3
northern-ireland,europe,wales,europe,2,0,1,1,4,5
norway,europe,armenia,europe,2,1,1,0,4,1
norway,europe,azerbaijan,europe,2,2,0,0,6,0
norway,europe,belarus,europe,4,1,2,1,4,4
norway,europe,belgium,europe,2,0,0,2,0,4
norway,europe,brazil,southamerica,1,1,0,0,2,1
norway,europe,bulgaria,europe,2,0,0,2,1,9
norway,europe,cyprus,europe,4,4,0,0,11,2
norway,europe,czech-republic,europe,2,0,0,2,0,2
norway,europe,denmark,europe,2,0,0,2,1,6
norway,europe,england,europe,4,2,1,1,5,6
norway,europe,finland,europe,2,1,1,0,5,1
norway,europe,france,europe,6,1,1,4,3,7
norway,europe,fyr-macedonia,europe,2,1,1,0,2,1
norway,europe,hungary,europe,6,2,1,3,8,13
norway,europe,iceland,europe,6,2,3,1,12,7
norway,europe,italy,europe,5,0,1,4,2,6
norway,europe,luxembourg,europe,2,2,0,0,6,2
norway,europe,mexico,concacaf,1,1,0,0,1,0
norway,europe,moldova,europe,2,1,1,0,1,0
norway,europe,morocco,africa,1,0,1,0,2,2
norway,europe,netherlands,europe,6,1,1,4,3,15
norway,europe,poland,europe,4,2,0,2,6,6
norway,europe,republic-of-ireland,europe,5,2,3,0,7,5
norway,europe,romania,europe,2,0,1,1,1,2
norway,europe,san-marino,europe,2,2,0,0,12,0
norway,europe,scotland,europe,7,2,3,2,9,6
norway,europe,slovenia,europe,4,3,0,1,8,6
norway,europe,sweden,europe,4,1,0,3,4,13
norway,europe,switzerland,europe,10,4,3,3,12,8
norway,europe,turkey,europe,4,1,0,3,5,6
norway,europe,ukraine,europe,2,0,1,1,0,1
norway,europe,wales,europe,2,1,1,0,4,3
poland,europe,albania,europe,4,3,1,0,6,3
poland,europe,argentina,southamerica,2,1,0,1,3,4
poland,europe,armenia,europe,2,1,1,0,5,1
poland,europe,austria,europe,2,2,0,0,6,3
poland,europe,azerbaijan,europe,2,2,0,0,11,0
poland,europe,belarus,europe,2,1,0,1,4,5
poland,europe,belgium,europe,3,1,1,1,3,2
poland,europe,brazil,southamerica,4,1,0,3,7,13
poland,europe,bulgaria,europe,2,1,0,1,4,4
poland,europe,cameroon,africa,1,0,1,0,0,0
poland,europe,costa-rica,concacaf,1,1,0,0,2,1
poland,europe,cyprus,europe,2,2,0,0,8,1
poland,europe,czech-republic,europe,2,1,0,1,2,3
poland,europe,czechoslovakia,europe,1,0,0,1,1,2
poland,europe,denmark,europe,2,2,0,0,6,2
poland,europe,ecuador,southamerica,1,0,0,1,0,2
poland,europe,england,europe,13,1,4,8,8,22
poland,europe,finland,europe,4,3,0,1,14,3
poland,europe,france,europe,1,1,0,0,3,2
poland,europe,georgia,europe,2,1,0,1,4,4
poland,europe,germany,europe,1,0,0,1,0,1
poland,europe,greece,europe,2,2,0,0,7,2
poland,europe,haiti,concacaf,1,1,0,0,7,0
poland,europe,italy,europe,7,1,3,3,3,12
poland,europe,korea-republic,asia,1,0,0,1,0,2
poland,europe,luxembourg,europe,2,2,0,0,13,2
poland,europe,malta,europe,2,2,0,0,8,0
poland,europe,mexico,concacaf,1,1,0,0,3,1
poland,europe,moldova,europe,4,3,1,0,8,2
poland,europe,montenegro,europe,2,0,2,0,3,3
poland,europe,morocco,africa,1,0,1,0,0,0
poland,europe,netherlands,europe,4,1,1,2,5,7
poland,europe,northern-ireland,europe,4,2,1,1,7,4
poland,europe,norway,europe,4,2,0,2,6,6
poland,europe,peru,southamerica,2,2,0,0,6,1
poland,europe,portugal,europe,4,2,1,1,4,5
poland,europe,san-marino,europe,6,6,0,0,26,1
poland,europe,scotland,europe,2,1,1,0,3,2
poland,europe,slovakia,europe,2,0,0,2,1,3
poland,europe,slovenia,europe,2,0,1,1,1,4
poland,europe,sweden,europe,3,1,0,2,2,4
poland,europe,tunisia,africa,1,1,0,0,1,0
poland,europe,turkey,europe,2,1,0,1,2,2
poland,europe,ukraine,europe,4,1,1,2,5,6
poland,europe,usa,concacaf,1,1,0,0,3,1
poland,europe,wales,europe,6,4,1,1,9,5
portugal,europe,albania,europe,4,3,1,0,7,1
portugal,europe,andorra,europe,2,2,0,0,10,1
portugal,europe,angola,africa,1,1,0,0,1,0
portugal,europe,armenia,europe,2,1,1,0,3,1
portugal,europe,austria,europe,2,0,1,1,1,9
portugal,europe,azerbaijan,europe,2,2,0,0,5,0
portugal,europe,belgium,europe,2,0,1,1,1,4
portugal,europe,bosnia-herzegovina,europe,2,2,0,0,2,0
portugal,europe,brazil,southamerica,2,1,1,0,3,1
portugal,europe,bulgaria,europe,3,1,1,1,6,4
portugal,europe,cyprus,europe,6,6,0,0,20,2
portugal,europe,czechoslovakia,europe,6,2,2,2,4,4
portugal,europe,denmark,europe,4,2,1,1,8,6
portugal,europe,england,europe,5,1,2,2,3,5
portugal,europe,estonia,europe,6,6,0,0,18,1
portugal,europe,france,europe,1,0,0,1,0,1
portugal,europe,germany,europe,4,0,2,2,2,8
portugal,europe,ghana,africa,1,0,0,0,,
portugal,europe,greece,europe,2,0,1,1,4,6
portugal,europe,hungary,europe,3,3,0,0,7,1
portugal,europe,iran,asia,1,1,0,0,2,0
portugal,europe,israel,europe,4,1,2,1,8,8
portugal,europe,italy,europe,4,1,0,3,4,7
portugal,europe,ivory-coast,africa,1,0,1,0,0,0
portugal,europe,korea-dpr,asia,1,1,0,0,5,3
portugal,europe,korea-republic,asia,1,0,0,1,0,1
portugal,europe,latvia,europe,2,2,0,0,5,0
portugal,europe,liechtenstein,europe,2,1,1,0,4,3
portugal,europe,luxembourg,europe,8,7,0,1,28,5
portugal,europe,malta,europe,6,6,0,0,19,3
portugal,europe,mexico,concacaf,1,1,0,0,2,1
portugal,europe,morocco,africa,1,0,0,1,1,3
portugal,europe,netherlands,europe,3,2,1,0,5,2
portugal,europe,northern-ireland,europe,10,3,5,2,10,10
portugal,europe,poland,europe,4,1,1,2,5,4
portugal,europe,republic-of-ireland,europe,2,0,2,0,2,2
portugal,europe,romania,europe,4,2,0,2,5,4
portugal,europe,russia,europe,4,2,1,1,8,2
portugal,europe,scotland,europe,4,2,2,0,7,1
portugal,europe,slovakia,europe,2,1,1,0,3,1
portugal,europe,spain,europe,5,0,1,4,4,19
portugal,europe,sweden,europe,8,3,2,3,7,10
portugal,europe,switzerland,europe,7,3,2,2,9,8
portugal,europe,turkey,europe,2,2,0,0,6,1
portugal,europe,ukraine,europe,2,1,0,1,2,2
portugal,europe,usa,concacaf,2,0,1,1,4,5
republic-of-ireland,europe,albania,europe,2,2,0,0,4,1
